325,20,27
326,15,10
327,10,30
328,77,80
329,85,75
330,7,40
331,2,35
332,90,10
333,80,25
334,8,10
335,7,15
336,90,70
337,80,75
338,98,78
339,89,79
340,90,16
341,80,17
342,87,40
343,92,35
344,97,14
345,82,13
346,97,24
347,82,23
348,3,20
349,4,15
350,13,5
351,9,7
352,94,10
353,89,25
354,98,30
355,97,35
356,88,32
357,87,25
358,98,72
359,90,75
360,88,20
361,98,10
362,98,90
363,88,80
364,95,80
365,70,78
366,18,10
367,58,10
368,88,98
369,81,75
370,17,10
371,2,35
372,20,10
373,9,5
374,10,10
375,2,35
376,90,20
377,82,32
378,30,10
379,22,12
380,20,11
381,12,10
382,82,69
383,83,70
384,92,89
385,93,79
386,90,15
387,77,20
388,10,4
389,0,5
390,81,88
391,88,90
392,98,86
393,90,90
394,91,78
395,98,70
396,80,80
397,82,85
398,90,88
399,92,89
400,71,39
401,80,35
402,81,76
403,89,65
404,95,96
405,91,80
406,9,2
407,8,3
408,79,50
409,88,53
410,89,70
411,90,59
412,80,78
413,72,79
414,9,10
415,7,9
416,90,98
417,92,89
418,90,88
419,96,99
420,89,82
421,92,84
422,69,70
423,62,74
424,79,90
425,77,84
426,80,80
427,82,81
428,0,10
429,2,11
430,89,85
431,89,80
432,87,95
433,79,87
434,87,85
435,88,79
436,81,80
437,83,70
438,82,80
439,82,70
440,87,89
441,86,90
442,77,69
443,76,70
444,72,75
445,76,72
446,82,77
447,84,71
448,92,87
449,84,81
450,97,15
451,98,19
452,82,25
453,78,29
454,87,45
455,88,39
456,90,85
457,91,79
458,91,90
459,90,80
460,83,80
461,81,71
462,87,72
463,77,69
464,99,85
465,96,89
466,82,80
467,93,87
468,9,15
469,6,9
470,86,81
471,82,78
472,87,80
473,88,85
474,7,2
475,4,5
476,77,50
477,74,55
478,17,30
479,14,35
